ID,biography,birthDate,contactDetails,culturalHeritage,deathDate,ethnicity,familyName,gender,individualName,occupation,sourceRecordLink,title,warning,workCount
KAFPD_P14819,"Composer, ""The Xrossing"" (2021). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Desmond Richardson,Composer,https://zenodo.org/records/11093655,,,
KAFPD_P14822,"Producer, ""Crooked Business"" (2008); Producer, ""Don't Tell"" (2017). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Scott Corfield,Producer,https://zenodo.org/records/11093655,,,
KAFPD_P14824,"Writer, ""Caddie"" (1976); Producer/Writer, ""The Picture Show Man"" (1977); Producer, ""Puberty Blues"" (1981); Producer, ""Silver City"" (1984); Producer, ""Emerald City"" (1989). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Joan Long,Producer; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P14840,"Producer, ""The Time Guardian"" (1987). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Robert Lagettie,Producer,https://zenodo.org/records/11093655,,,
KAFPD_P14865,"Director/Editor/Producer/Writer, ""Muirhouse"" (2012). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Kinomatics Camera Department (KCD) Dataset; The Screen Guide.",,,,,,,,Tanzeal Rahim,Director; Editor; Producer; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P14883,"Cinematographer, ""Shooting Blanks"" (1999). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Simeon Bryan,Cinematographer,https://zenodo.org/records/11093655,,,
KAFPD_P14887,"Composer, ""The Irishman"" (1978); Composer, ""Weekend Of Shadows"" (1978). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Charles Marawood,Composer,https://zenodo.org/records/11093655,,,
KAFPD_P14889,"Cinematographer, ""Raven's Cabin"" (2010). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book.",,,,,,,,Arthur Bienkowski,Cinematographer,https://zenodo.org/records/11093655,,,
KAFPD_P14891,"Composer, ""Hobby Farm"" (2008). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Andrew Giddings,Composer,https://zenodo.org/records/11093655,,,
KAFPD_P14899,"Sound Designer, ""I.c.u."" (2009). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Daniel Keogh,Sound Designer,https://zenodo.org/records/11093655,,,
KAFPD_P14908,"Executive Producer, ""Life Of The Party"" (2017). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Trevor John Connolly,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P14936,"Costume Designer, ""The Locals"" (2003). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Lesley Bourkes-Harding,Costume Designer,https://zenodo.org/records/11093655,,,
KAFPD_P14944,"Producer/Writer, ""The Return Of Captain Invincible"" (1983); Producer, ""Stanley: Every Home Should Have One"" (1984). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Andrew Gaty,Producer; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P14954,"Cinematographer, ""The Makeover"" (2010). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Matt Adamson,Cinematographer,https://zenodo.org/records/11093655,,,
KAFPD_P14968,"Director/Producer/Writer, ""Where The Green Ants Dream"" (1984). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book.",,,,,,,,Werner Herzog,Director; Producer; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P14972,"Cinematographer, ""Deck Dogz"" (2005); Cinematographer, ""The Black Balloon"" (2008); Cinematographer, ""Birthday"" (2009); Cinematographer, ""The Waiting City"" (2010); Cinematographer, ""Oranges And Sunshine"" (2011); Cinematographer, ""The Turning"" (2013); Cinematographer, ""Chasing Wonders"" (2020). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Denson Baker,Cinematographer,https://zenodo.org/records/11093655,,,
KAFPD_P14980,"Cinematographer, ""Glass"" (1989). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Peter De Vries,Cinematographer,https://zenodo.org/records/11093655,,,
KAFPD_P14981,"Composer/Producer, ""El Monstro Del Mar!"" (2010). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Fabian Pisani,Composer; Producer,https://zenodo.org/records/11093655,,,
KAFPD_P14986,"Cinematographer, ""The Elixir"" (2000); Cinematographer, ""Ned"" (2003); Cinematographer, ""Puppy"" (2005); Cinematographer, ""Suing The Devil"" (2010); Cinematographer, ""A Night Of Horror: Volume 1"" (2015); Cinematographer, ""Event Zero"" (2017). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book; The Screen Guide.",,,,,,,,Tom Gleeson,Cinematographer,https://zenodo.org/records/11093655,,,
KAFPD_P14998,"Production Designer, ""Broke"" (2016). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Roger Wong,Production Designer,https://zenodo.org/records/11093655,,,
KAFPD_P15006,"Writer, ""The Finished People"" (2003). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); The Screen Guide.",,,,,,,,Daniela Italiano,Writer,https://zenodo.org/records/11093655,,,
KAFPD_P15016,"Sound Designer, ""A Silent Agreement"" (2017). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); Kinomatics Camera Department (KCD) Dataset; The Screen Guide.",,,,,,,,Todd Jacobs,Sound Designer,https://zenodo.org/records/11093655,,,
KAFPD_P15033,"Editor, ""Somewhere In The Darkness"" (1999). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book.",,,,,,,,Areito Miles,Editor,https://zenodo.org/records/11093655,,,
KAFPD_P15046,"Director, ""Life"" (2015). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Anton Corbijn,Director,https://zenodo.org/records/11093655,,,
KAFPD_P15057,"Editor, ""The Jungle"" (2012); Editor, ""Not Suitable For Children"" (2012). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Matthew Walker,Editor,https://zenodo.org/records/11093655,,,
KAFPD_P15069,"Composer, ""Me And My Mates Vs The Zombie Apocalypse"" (2015). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Morgan Quinn,Composer,https://zenodo.org/records/11093655,,,
KAFPD_P15096,"Sound Designer, ""Outback"" (2019); Sound Designer, ""Girl At The Window"" (2022). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Kinomatics Camera Department (KCD) Dataset.",,,,,,,,Peter Climpson,Sound Designer,https://zenodo.org/records/11093655,,,
KAFPD_P15107,"Composer, ""Wish You Were Here"" (2012). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book; The Screen Guide.",,,,,,,,Rosie Chase,Composer,https://zenodo.org/records/11093655,,,
KAFPD_P15125,"Producer, ""Let's Get Skase"" (2001); Executive Producer/Producer, ""Last Train To Freo"" (2006); Executive Producer/Producer, ""The Tree"" (2010); Producer, ""Looking For Grace"" (2016); Producer, ""Three Summers"" (2017). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Sue Taylor,Executive Producer; Producer,https://zenodo.org/records/11093655,,,
KAFPD_P15131,"Executive Producer, ""Rise"" (2014). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Lee Hobbs,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P15138,"Producer/Writer, ""Foreshadow"" (2013). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Kris Lippert,Producer; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P15152,"Editor, ""Zyco Rock"" (2008). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); Kinomatics Camera Department (KCD) Dataset; The Production Book; The Screen Guide.",,,,,,,,John Umina,Editor,https://zenodo.org/records/11093655,,,
KAFPD_P15157,"Costume Designer, ""Bitter & Twisted"" (2008); Costume Designer, ""Careless Love"" (2012). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Loretta Egan,Costume Designer,https://zenodo.org/records/11093655,,,
KAFPD_P15175,"Cinematographer, ""Mad Bomber In Love"" (1992); Cinematographer, ""15 Amore"" (2000). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Kinomatics Camera Department (KCD) Dataset.",,,,,,,,John Brock,Cinematographer,https://zenodo.org/records/11093655,,,
KAFPD_P15182,"Executive Producer, ""What Goes Around Comes Around"" (2017). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book.",,,,,,,,Brendan Dell,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P15188,"Production Designer, ""Two Fists, One Heart"" (2009). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book.",,,,,,,,Sam Rickard,Production Designer,https://zenodo.org/records/11093655,,,
KAFPD_P15192,"Director/Executive Producer/Writer, ""Love Is Now"" (2014). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book.",,,,,,,,Jim Lounsbury,Director; Executive Producer; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P15198,"Executive Producer, ""San Andreas"" (2015); Executive Producer, ""Mortal Kombat"" (2021). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Richard Brener,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P15203,"Costume Designer, ""The Mango Tree"" (1977); Costume Designer, ""Tim"" (1979); Costume Designer, ""Double Deal"" (1983). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Patricia Forster / Pat Forster,Costume Designer,https://zenodo.org/records/11093655,,,
KAFPD_P15209,"Production Designer, ""A Street To Die"" (1985); Production Designer, ""Going Sane"" (1987); Production Designer, ""Boys In The Island"" (1989); Production Designer, ""The Crossing"" (1990); Production Designer, ""Dangerous Game"" (1991). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Kinomatics Camera Department (KCD) Dataset; The Screen Guide.",,,,,,,,Igor Nay,Production Designer,https://zenodo.org/records/11093655,,,
KAFPD_P15214,"Director/Writer, ""Dark Whispers: Volume 1"" (2019). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); The Screen Guide.",,,,,,,,Isabel Peppard,Director; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P15215,"Costume Designer, ""The Turning"" (2013). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Luke Ede,Costume Designer,https://zenodo.org/records/11093655,,,
KAFPD_P15230,"Costume Designer, ""Like Minds"" (2006); Costume Designer, ""The Bank Job"" (2008). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); The Screen Guide.",,,,,,,,Odile Dicks-Mireaux,Costume Designer,https://zenodo.org/records/11093655,,,
KAFPD_P15233,"Producer, ""Goldstone"" (2016); Executive Producer, ""Jasper Jones"" (2017); Producer, ""Sweet Country"" (2018); Producer, ""High Ground"" (2021); Producer, ""The Drover's Wife"" (2022). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Greer Simpkin,Executive Producer; Producer,https://zenodo.org/records/11093655,,,
KAFPD_P15237,"Executive Producer, ""The Unlit"" (2020). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Aleksander Vass,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P15253,"Editor, ""Jetset"" (2001); Editor, ""Lucky Miles"" (2007); Editor, ""West"" (2007); Editor, ""Samson & Delilah"" (2009); Editor, ""Accidents Happen"" (2010); Editor, ""Here I Am"" (2011); Editor, ""The Hunter"" (2011); Editor, ""The Darkside"" (2013); Editor, ""The Turning"" (2013); Editor, ""Manny Lewis"" (2015). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book.",,,,,,,,Roland Gallois,Editor,https://zenodo.org/records/11093655,,,
KAFPD_P15282,"Producer, ""Dreamland"" (2009); Producer, ""Mikey's Extreme Romance"" (2010); Producer, ""Mad Bastards"" (2011); Producer, ""Toomelah"" (2011); Producer, ""Mystery Road"" (2013); Producer, ""Satellite Boy"" (2013); Producer, ""Goldstone"" (2016); Producer, ""Jasper Jones"" (2017); Producer, ""Sweet Country"" (2018); Producer, ""High Ground"" (2021); Producer, ""The Drover's Wife"" (2022). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Kinomatics Camera Department (KCD) Dataset; The Production Book; The Screen Guide.",,,,,,,,David Jowsey,Producer,https://zenodo.org/records/11093655,,,
KAFPD_P15288,"Cinematographer, ""Inn Of The Damned"" (1975); Cinematographer, ""Plugg"" (1975); Cinematographer, ""The Mango Tree"" (1977); Cinematographer, ""Far East"" (1982); Cinematographer, ""Sweet Dreamers"" (1982). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Brian Probyn,Cinematographer,https://zenodo.org/records/11093655,,,
KAFPD_P15291,"Director/Executive Producer/Producer/Writer, ""This Little Piggy"" (2017); Director/Editor/Producer/Writer, ""Watch The Sunset"" (2017); Producer, ""1"" (2018); Executive Producer, ""The Greenhouse"" (2018); Executive Producer, ""Head Above Water"" (2018). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); The Production Book; The Screen Guide.",,,,,,,,Tristan Barr,Director; Editor; Executive Producer; Producer; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P15308,"Composer, ""Quigley Down Under"" (1991); Composer, ""Wind"" (1993); Composer, ""Crocodile Dundee In Los Angeles"" (2001). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Kinomatics Camera Department (KCD) Dataset; The Production Book; The Screen Guide.",,,,,,,,Basil Poledouris,Composer,https://zenodo.org/records/11093655,,,
KAFPD_P15320,"Executive Producer, ""One Perfect Day"" (2004); Executive Producer, ""Iron Sky"" (2012). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); The Screen Guide.",,,,,,,,Jason Piette,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P15329,"Producer, ""Ebbtide"" (1994); Producer, ""Heaven's Burning"" (1997); Producer, ""Black And White"" (2002); Producer, ""Swerve"" (2012); Producer, ""Wolf Creek 2"" (2014). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); The Production Book.",,,,,,,,Helen Leake,Producer,https://zenodo.org/records/11093655,,,
KAFPD_P15339,"Cinematographer, ""Open Water 3: Cage Dive"" (2015). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); The Screen Guide.",,,,,,,,Andrew Bambach,Cinematographer,https://zenodo.org/records/11093655,,,
KAFPD_P15344,"Composer, ""Dingo"" (1992). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Michel LeGrand,Composer,https://zenodo.org/records/11093655,,,
KAFPD_P15348,"Executive Producer, ""Sweet Cyanide"" (2007). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book; The Screen Guide.",,,,,,,,Anthony Hassell,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P15355,"Executive Producer, ""Death Defying Acts"" (2008). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Marcia Nasatir,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P15379,"Director/Editor/Executive Producer/Producer/Writer, ""Immortality"" (2015). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Justin Wallace,Director; Editor; Executive Producer; Producer; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P15382,"Director/Writer, ""Silver City"" (1984). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Sophia Turkiewicz,Director; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P15405,"Executive Producer, ""Celeste"" (2019). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Dick Marks,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P15407,"Executive Producer, ""Boy Erased"" (2018). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); The Screen Guide.",,,,,,,,Rebecca Yeldham,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P15409,"Cinematographer, ""What Goes Around Comes Around"" (2017). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Rob Lazovic,Cinematographer,https://zenodo.org/records/11093655,,,
KAFPD_P15421,"Executive Producer, ""Three Dollars"" (2005). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Dominique Green,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P15424,"Director/Producer/Writer, ""Mother Mountain"" (2022). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Celina Stang,Director; Producer; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P15437,"Production Designer, ""The Greenhouse"" (2018). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Isabella Andronos,Production Designer,https://zenodo.org/records/11093655,,,
KAFPD_P15440,"Cinematographer, ""I Am Evangeline"" (2014). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Robin Plunkett,Cinematographer,https://zenodo.org/records/11093655,,,
KAFPD_P15454,"Director/Producer, ""The Turning"" (2013). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); The Screen Guide.",,,,,,,,Anthony Lucas,Director; Producer,https://zenodo.org/records/11093655,,,
KAFPD_P15458,"Writer, ""Goodbye Paradise"" (1983); Director, ""Emoh Ruo"" (1985); Director, ""Afraid To Dance"" (1988); Writer, ""Warm Nights On A Slow Moving Train"" (1988). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book.",,,,,,,,Denny Lawrence,Director; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P15460,"Executive Producer/Producer, ""Dingo"" (1992); Producer, ""Bad Boy Bubby"" (1994). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book.",,,,,,,,Giorgio Draskovic,Executive Producer; Producer,https://zenodo.org/records/11093655,,,
KAFPD_P15462,"Costume Designer, ""Lonesome"" (2022). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Kinomatics Camera Department (KCD) Dataset; The Production Book.",,,,,,,,Kat Katchalova,Costume Designer,https://zenodo.org/records/11093655,,,
KAFPD_P15471,"Producer, ""The Interview"" (1998). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Bill Hughes,Producer,https://zenodo.org/records/11093655,,,
KAFPD_P15477,"Executive Producer, ""Oyster Farmer"" (2005); Executive Producer, ""Candy"" (2006); Executive Producer, ""Charlie & Boots"" (2009); Executive Producer, ""The Eye Of The Storm"" (2011); Executive Producer, ""Tracks"" (2014); Executive Producer, ""Holding The Man"" (2015); Executive Producer, ""Strangerland"" (2015); Executive Producer, ""Sweet Country"" (2018); Executive Producer, ""That's Not My Dog!"" (2018); Executive Producer, ""Ride Like A Girl"" (2019). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Andrew Mackie,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P15482,"Editor/Executive Producer, ""Tkg: The Kids Of Grove"" (2019). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Peter McIntosh / NA,Editor; Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P15491,"Editor, ""Shooting Blanks"" (1999). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book.",,,,,,,,Peter Jurca,Editor,https://zenodo.org/records/11093655,,,
KAFPD_P15494,"Composer, ""Promised Woman"" (1976). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); The Screen Guide.",,,,,,,,Vasilis Daramaras,Composer,https://zenodo.org/records/11093655,,,
KAFPD_P15536,"Cinematographer, ""Hotel Underground"" (2021). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Tero Saikkonen,Cinematographer,https://zenodo.org/records/11093655,,,
KAFPD_P15544,"Producer, ""Gross Misconduct"" (1992). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Roselle Y. Monteverde,Producer,https://zenodo.org/records/11093655,,,
KAFPD_P15554,"Production Designer, ""Dark Phoenix"" (2019). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Claude Paré,Production Designer,https://zenodo.org/records/11093655,,,
KAFPD_P15555,"Editor, ""Love And Penguins"" (2021). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Glenn Berman,Editor,https://zenodo.org/records/11093655,,,
KAFPD_P15582,"Costume Designer, ""The Space Between"" (2017). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Cristiana Ricceri,Costume Designer,https://zenodo.org/records/11093655,,,
KAFPD_P15594,"Production Designer, ""On Halloween"" (2018). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book.",,,,,,,,Nishan Perera,Production Designer,https://zenodo.org/records/11093655,,,
KAFPD_P15597,"Editor, ""Solo Flight"" (1975). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Kevin Stott,Editor,https://zenodo.org/records/11093655,,,
KAFPD_P15602,"Director/Producer/Writer, ""End Play"" (1975); Director/Producer, ""Eliza Fraser"" (1976); Producer, ""High Rolling"" (1977); Director/Producer/Writer, ""The Last Of The Knucklemen"" (1979); Director, ""Attack Force Z"" (1982); Director/Producer, ""Duet For Four"" (1982); Director/Writer, ""The Naked Country"" (1985); Director/Writer, ""Great Expectations: The Untold Story"" (1986); Director, ""Kangaroo"" (1987); Producer, ""Slate, Wyn & Me"" (1987). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Tim Burstall,Director; Producer; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P15605,"Executive Producer, ""Lieutenant Jangles"" (2018). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Salvatore Merenda,Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P15615,"Director/Executive Producer/Producer/Writer, ""Vulnerable"" (2011). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Alan Lock,Director; Executive Producer; Producer; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P15616,"Composer, ""Bloodlust"" (1992). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); The Screen Guide.",,,,,,,,Ross Hazeldine,Composer,https://zenodo.org/records/11093655,,,
KAFPD_P15627,"Editor, ""The Castle"" (1997); Editor, ""Low-Fat Elephants"" (2000); Editor, ""Wil"" (2006). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Wayne Hyett,Editor,https://zenodo.org/records/11093655,,,
KAFPD_P15632,"Director/Producer/Writer, ""Pimped"" (2019). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,David Barker,Director; Producer; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P15634,"Composer, ""A Wreck, A Tangle"" (1999). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Robert Moss,Composer,https://zenodo.org/records/11093655,,,
KAFPD_P15638,"Director/Producer/Writer, ""Black Water"" (2008). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb); The Production Book; The Screen Guide.",,,,,,,,David Nerlich,Director; Producer; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P15650,"Director/Executive Producer, ""I Am Mother"" (2018); Executive Producer, ""The Furnace"" (2020). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Kinomatics Camera Department (KCD) Dataset.",,,,,,,,Grant Sputore,Director; Executive Producer,https://zenodo.org/records/11093655,,,
KAFPD_P15655,"Composer, ""Parallels"" (2005). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Internet Move Database (IMDb).",,,,,,,,Julian Ronnie,Composer,https://zenodo.org/records/11093655,,,
KAFPD_P15669,"Director/Producer/Writer, ""The Mule"" (2013). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Production Book; The Screen Guide.",,,,,,,,Angus Sampson,Director; Producer; Writer,https://zenodo.org/records/11093655,,,
KAFPD_P15672,"Costume Designer, ""As Time Goes By"" (1988). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: Kinomatics Camera Department (KCD) Dataset; The Screen Guide.",,,,,,,,Carolyn Nott,Costume Designer,https://zenodo.org/records/11093655,,,
KAFPD_P15701,"Executive Producer, ""Return To Nim’s Island"" (2013). This record is part of the Kinomatics Australian Film Production Dataset, see View Original record link for more details. Source: The Screen Guide.",,,,,,,,Louis J. Grieci III,Executive Producer,https://zenodo.org/records/11093655,,,
